time_window,src_ip,dst_ip,event_count,mean_score,max_score,dominant_type,unique_types,first_case_id,last_case_id,severity,src_community,dst_community,same_community
63,192.168.1.30,52.59.177.21,103,1.0,1.0,injection,injection,CASE_00012662,CASE_00012808,0.8545,2,1,0
63,192.168.1.31,176.28.50.165,16,1.0,1.0,injection,injection,CASE_00012700,CASE_00012827,0.724,1,3,0
63,192.168.1.31,192.168.1.152,16,1.0,1.0,injection,injection,CASE_00012670,CASE_00012680,0.724,1,3,0
63,192.168.1.31,192.168.1.190,35,1.0,1.0,injection,injection,CASE_00012697,CASE_00012741,0.7525,1,3,0
63,192.168.1.31,192.168.1.195,13,1.0,1.0,injection,injection,CASE_00012857,CASE_00012854,0.7195,1,4,0
64,192.168.1.30,176.28.50.165,1,1.0,1.0,injection,injection,CASE_00012882,CASE_00012882,0.7015,2,3,0
64,192.168.1.30,192.168.1.152,34,1.0,1.0,injection,injection,CASE_00012958,CASE_00012996,0.7510000000000001,2,3,0
64,192.168.1.30,192.168.1.190,21,1.0,1.0,injection,injection,CASE_00013020,CASE_00013025,0.7315,2,3,0
64,192.168.1.30,192.168.1.195,2,1.0,1.0,injection,injection,CASE_00013054,CASE_00013056,0.7030000000000001,2,4,0
64,192.168.1.30,52.59.177.21,14,1.0,1.0,injection,injection,CASE_00012843,CASE_00012898,0.7210000000000001,2,1,0
64,192.168.1.31,176.28.50.165,8,1.0,1.0,injection,injection,CASE_00012997,CASE_00013038,0.712,1,3,0
64,192.168.1.31,18.184.104.180,4,1.0,1.0,injection,injection,CASE_00013051,CASE_00013055,0.706,1,1,1
64,192.168.1.31,192.168.1.1,4,1.0,1.0,injection,injection,CASE_00013050,CASE_00013047,0.706,1,3,0
64,192.168.1.31,192.168.1.195,112,1.0,1.0,injection,injection,CASE_00012855,CASE_00013039,0.8680000000000001,1,4,0
65,192.168.1.30,176.28.50.165,23,1.0,1.0,injection,injection,CASE_00013080,CASE_00013199,0.7344999999999999,2,3,0
65,192.168.1.30,18.184.104.180,17,1.0,1.0,injection,injection,CASE_00013114,CASE_00013197,0.7255,2,1,0
65,192.168.1.30,192.168.1.1,17,1.0,1.0,injection,injection,CASE_00013116,CASE_00013155,0.7255,2,3,0
65,192.168.1.30,192.168.1.152,10,1.0,1.0,injection,injection,CASE_00013105,CASE_00013192,0.7150000000000001,2,3,0
65,192.168.1.30,192.168.1.190,57,1.0,1.0,injection,injection,CASE_00013027,CASE_00013233,0.7855000000000001,2,3,0
65,192.168.1.30,192.168.1.195,31,1.0,1.0,injection,injection,CASE_00013081,CASE_00013200,0.7464999999999999,2,4,0
65,192.168.1.31,18.184.104.180,16,1.0,1.0,injection,injection,CASE_00013085,CASE_00013195,0.724,1,1,1
65,192.168.1.32,176.28.50.165,7,1.0,1.0,xss,xss,CASE_00037855,CASE_00037840,0.7104999999999999,3,3,1
65,192.168.1.32,18.194.169.124,1,1.0,1.0,xss,xss,CASE_00037865,CASE_00037865,0.7015,3,3,1
65,192.168.1.32,192.168.1.1,7,1.0,1.0,xss,xss,CASE_00037859,CASE_00037844,0.7104999999999999,3,3,1
65,192.168.1.32,192.168.1.152,3,1.0,1.0,xss,xss,CASE_00037857,CASE_00037841,0.7044999999999999,3,3,1
65,192.168.1.32,192.168.1.190,5,1.0,1.0,xss,xss,CASE_00037863,CASE_00037846,0.7075,3,3,1
65,192.168.1.32,192.168.1.195,4,1.0,1.0,xss,xss,CASE_00037867,CASE_00037870,0.706,3,4,0
65,192.168.1.32,52.28.231.150,1,1.0,1.0,xss,xss,CASE_00037864,CASE_00037864,0.7015,3,3,1
65,192.168.1.36,176.28.50.165,1,1.0,1.0,xss,xss,CASE_00037849,CASE_00037849,0.7015,3,3,1
66,192.168.1.30,18.184.104.180,15,1.0,1.0,injection,injection,CASE_00013230,CASE_00013432,0.7224999999999999,2,1,0
66,192.168.1.30,192.168.1.152,79,1.0,1.0,injection,injection,CASE_00013225,CASE_00013422,0.8185,2,3,0
66,192.168.1.30,192.168.1.190,104,1.0,1.0,injection,injection,CASE_00013234,CASE_00013440,0.8560000000000001,2,3,0
66,192.168.1.31,18.184.104.180,2,1.0,1.0,injection,injection,CASE_00013345,CASE_00013383,0.7030000000000001,1,1,1
67,192.168.1.30,18.184.104.180,38,1.0,1.0,injection,injection,CASE_00013484,CASE_00013658,0.7569999999999999,2,1,0
67,192.168.1.30,192.168.1.152,95,1.0,1.0,injection,injection,CASE_00013423,CASE_00013606,0.8425,2,3,0
67,192.168.1.30,192.168.1.190,59,1.0,1.0,injection,injection,CASE_00013457,CASE_00013603,0.7885,2,3,0
67,192.168.1.31,18.184.104.180,8,1.0,1.0,injection,injection,CASE_00013483,CASE_00013604,0.712,1,1,1
68,192.168.1.30,176.28.50.165,3,1.0,1.0,injection,injection,CASE_00013693,CASE_00013704,0.7044999999999999,2,3,0
68,192.168.1.30,18.184.104.180,111,1.0,1.0,injection,injection,CASE_00013660,CASE_00013844,0.8665,2,1,0
68,192.168.1.30,192.168.1.1,2,1.0,1.0,injection,injection,CASE_00013707,CASE_00013710,0.7030000000000001,2,3,0
68,192.168.1.30,192.168.1.195,10,1.0,1.0,injection,injection,CASE_00013681,CASE_00013672,0.7150000000000001,2,4,0
68,192.168.1.31,18.184.104.180,3,1.0,1.0,injection,injection,CASE_00013659,CASE_00013635,0.7044999999999999,1,1,1
68,192.168.1.31,192.168.1.152,39,1.0,1.0,injection,injection,CASE_00013753,CASE_00013764,0.7585,1,3,0
68,192.168.1.31,192.168.1.190,27,1.0,1.0,injection,injection,CASE_00013789,CASE_00013800,0.7404999999999999,1,3,0
68,192.168.1.31,192.168.1.195,5,1.0,1.0,injection,injection,CASE_00013850,CASE_00013845,0.7075,1,4,0
69,192.168.1.30,176.28.50.165,2,1.0,1.0,injection,injection,CASE_00013978,CASE_00013979,0.7030000000000001,2,3,0
69,192.168.1.30,18.184.104.180,18,1.0,1.0,injection,injection,CASE_00013846,CASE_00013974,0.7270000000000001,2,1,0
69,192.168.1.30,192.168.1.195,2,1.0,1.0,injection,injection,CASE_00013975,CASE_00013976,0.7030000000000001,2,4,0
69,192.168.1.31,176.28.50.165,9,1.0,1.0,injection,injection,CASE_00013909,CASE_00014009,0.7135,1,3,0
69,192.168.1.31,18.184.104.180,38,1.0,1.0,injection,injection,CASE_00013945,CASE_00013959,0.7569999999999999,1,1,1
69,192.168.1.31,192.168.1.1,4,1.0,1.0,injection,injection,CASE_00013905,CASE_00014008,0.706,1,3,0
69,192.168.1.31,192.168.1.152,26,1.0,1.0,injection,injection,CASE_00014003,CASE_00014032,0.7390000000000001,1,3,0
69,192.168.1.31,192.168.1.190,35,1.0,1.0,injection,injection,CASE_00013825,CASE_00013992,0.7525,1,3,0
69,192.168.1.31,192.168.1.195,66,1.0,1.0,injection,injection,CASE_00013881,CASE_00013927,0.7989999999999999,1,4,0
70,192.168.1.30,255.255.255.255,1,1.0,1.0,injection,injection,CASE_00014116,CASE_00014116,0.7015,2,2,1
70,192.168.1.31,176.28.50.165,21,1.0,1.0,injection,injection,CASE_00014162,CASE_00014216,0.7315,1,3,0
70,192.168.1.31,192.168.1.1,17,1.0,1.0,injection,injection,CASE_00014169,CASE_00014191,0.7255,1,3,0
70,192.168.1.31,192.168.1.152,43,1.0,1.0,injection,injection,CASE_00014019,CASE_00014224,0.7645,1,3,0
70,192.168.1.31,192.168.1.190,54,1.0,1.0,injection,injection,CASE_00014017,CASE_00014221,0.7809999999999999,1,3,0
70,192.168.1.31,192.168.1.195,53,1.0,1.0,injection,injection,CASE_00014137,CASE_00014199,0.7795000000000001,1,4,0
70,192.168.1.31,52.59.177.21,11,1.0,1.0,injection,injection,CASE_00014202,CASE_00014231,0.7164999999999999,1,1,1
71,192.168.1.31,192.168.1.152,61,1.0,1.0,injection,injection,CASE_00014268,CASE_00014450,0.7915000000000001,1,3,0
71,192.168.1.31,192.168.1.190,120,1.0,1.0,injection,injection,CASE_00014265,CASE_00014464,0.8799999999999999,1,3,0
71,192.168.1.31,192.168.1.195,2,1.0,1.0,injection,injection,CASE_00014271,CASE_00014259,0.7030000000000001,1,4,0
71,192.168.1.31,52.59.177.21,17,1.0,1.0,injection,injection,CASE_00014297,CASE_00014458,0.7255,1,1,1
72,192.168.1.31,176.28.50.165,1,1.0,1.0,injection,injection,CASE_00014609,CASE_00014609,0.7015,1,3,0
72,192.168.1.31,192.168.1.1,1,1.0,1.0,injection,injection,CASE_00014622,CASE_00014622,0.7015,1,3,0
72,192.168.1.31,192.168.1.152,86,1.0,1.0,injection,injection,CASE_00014451,CASE_00014568,0.829,1,3,0
72,192.168.1.31,192.168.1.190,38,1.0,1.0,injection,injection,CASE_00014433,CASE_00014512,0.7569999999999999,1,3,0
72,192.168.1.31,192.168.1.195,7,1.0,1.0,injection,injection,CASE_00014455,CASE_00014569,0.7104999999999999,1,4,0
72,192.168.1.31,52.59.177.21,67,1.0,1.0,injection,injection,CASE_00014505,CASE_00014636,0.8005,1,1,1
73,192.168.1.31,176.28.50.165,15,1.0,1.0,injection,injection,CASE_00014637,CASE_00014820,0.7224999999999999,1,3,0
73,192.168.1.31,18.184.104.180,1,1.0,1.0,injection,injection,CASE_00014815,CASE_00014815,0.7015,1,1,1
73,192.168.1.31,192.168.1.1,6,1.0,1.0,injection,injection,CASE_00014816,CASE_00014825,0.7090000000000001,1,3,0
73,192.168.1.31,192.168.1.152,31,1.0,1.0,injection,injection,CASE_00014745,CASE_00014821,0.7464999999999999,1,3,0
73,192.168.1.31,192.168.1.190,28,1.0,1.0,injection,injection,CASE_00014777,CASE_00014839,0.742,1,3,0
73,192.168.1.31,192.168.1.195,24,1.0,1.0,injection,injection,CASE_00014809,CASE_00014845,0.736,1,4,0
73,192.168.1.31,52.59.177.21,95,1.0,1.0,injection,injection,CASE_00014638,CASE_00014728,0.8425,1,1,1
74,192.168.1.31,176.28.50.165,10,1.0,1.0,injection,injection,CASE_00014857,CASE_00014856,0.7150000000000001,1,3,0
74,192.168.1.31,18.184.104.180,19,1.0,1.0,injection,injection,CASE_00014865,CASE_00015072,0.7284999999999999,1,1,1
74,192.168.1.31,192.168.1.1,7,1.0,1.0,injection,injection,CASE_00014822,CASE_00014851,0.7104999999999999,1,3,0
74,192.168.1.31,192.168.1.152,45,1.0,1.0,injection,injection,CASE_00014869,CASE_00015067,0.7675000000000001,1,3,0
74,192.168.1.31,192.168.1.190,114,1.0,1.0,injection,injection,CASE_00014873,CASE_00015024,0.871,1,3,0
74,192.168.1.31,192.168.1.195,5,1.0,1.0,injection,injection,CASE_00014905,CASE_00014956,0.7075,1,4,0
75,192.168.1.31,18.184.104.180,26,1.0,1.0,injection,injection,CASE_00015101,CASE_00015256,0.7390000000000001,1,1,1
75,192.168.1.31,192.168.1.152,112,1.0,1.0,injection,injection,CASE_00015057,CASE_00015208,0.8680000000000001,1,3,0
75,192.168.1.31,192.168.1.190,53,1.0,1.0,injection,injection,CASE_00015041,CASE_00015152,0.7795000000000001,1,3,0
75,192.168.1.31,192.168.1.195,9,1.0,1.0,injection,injection,CASE_00015168,CASE_00015241,0.7135,1,4,0
76,192.168.1.30,176.28.50.165,1,1.0,1.0,injection,injection,CASE_00015421,CASE_00015421,0.7015,2,3,0
76,192.168.1.30,18.184.104.180,1,1.0,1.0,injection,injection,CASE_00015424,CASE_00015424,0.7015,2,1,0
76,192.168.1.30,192.168.1.1,3,1.0,1.0,injection,injection,CASE_00015420,CASE_00015423,0.7044999999999999,2,3,0
76,192.168.1.30,192.168.1.190,1,1.0,1.0,injection,injection,CASE_00015418,CASE_00015418,0.7015,2,3,0
76,192.168.1.31,176.28.50.165,9,1.0,1.0,injection,injection,CASE_00015326,CASE_00015336,0.7135,1,3,0
76,192.168.1.31,18.184.104.180,120,1.0,1.0,injection,injection,CASE_00015243,CASE_00015400,0.8799999999999999,1,1,1
76,192.168.1.31,192.168.1.1,2,1.0,1.0,injection,injection,CASE_00015327,CASE_00015346,0.7030000000000001,1,3,0
76,192.168.1.31,192.168.1.152,8,1.0,1.0,injection,injection,CASE_00015233,CASE_00015240,0.712,1,3,0
76,192.168.1.31,192.168.1.195,28,1.0,1.0,injection,injection,CASE_00015242,CASE_00015299,0.742,1,4,0
76,192.168.1.32,176.28.50.165,7,1.0,1.0,xss,xss,CASE_00037837,CASE_00037822,0.7104999999999999,3,3,1
76,192.168.1.32,192.168.1.1,5,1.0,1.0,xss,xss,CASE_00037836,CASE_00037808,0.7075,3,3,1
76,192.168.1.32,192.168.1.190,1,1.0,1.0,xss,xss,CASE_00037826,CASE_00037826,0.7015,3,3,1
76,192.168.1.32,192.168.1.195,12,1.0,1.0,xss,xss,CASE_00037831,CASE_00037812,0.718,3,4,0
76,192.168.1.36,176.28.50.165,1,1.0,1.0,xss,xss,CASE_00037828,CASE_00037828,0.7015,3,3,1
76,192.168.1.36,52.28.231.150,1,1.0,1.0,xss,xss,CASE_00037807,CASE_00037807,0.7015,3,3,1
77,192.168.1.30,176.28.50.165,36,1.0,1.0,injection,injection,CASE_00015453,CASE_00015525,0.754,2,3,0
77,192.168.1.30,18.184.104.180,9,1.0,1.0,injection,injection,CASE_00015434,CASE_00015578,0.7135,2,1,0
77,192.168.1.30,192.168.1.1,21,1.0,1.0,injection,injection,CASE_00015452,CASE_00015526,0.7315,2,3,0
77,192.168.1.30,192.168.1.152,10,1.0,1.0,injection,injection,CASE_00015442,CASE_00015536,0.7150000000000001,2,3,0
77,192.168.1.30,192.168.1.190,52,1.0,1.0,injection,injection,CASE_00015449,CASE_00015637,0.778,2,3,0
77,192.168.1.30,192.168.1.195,6,1.0,1.0,injection,injection,CASE_00015438,CASE_00015535,0.7090000000000001,2,4,0
77,192.168.1.30,52.59.177.21,7,1.0,1.0,injection,injection,CASE_00015436,CASE_00015606,0.7104999999999999,2,1,0
77,192.168.1.31,176.28.50.165,6,1.0,1.0,injection,injection,CASE_00015571,CASE_00015594,0.7090000000000001,1,3,0
77,192.168.1.31,18.184.104.180,12,1.0,1.0,injection,injection,CASE_00015451,CASE_00015648,0.718,1,1,1
77,192.168.1.31,192.168.1.1,7,1.0,1.0,injection,injection,CASE_00015570,CASE_00015645,0.7104999999999999,1,3,0
77,192.168.1.31,192.168.1.152,1,1.0,1.0,injection,injection,CASE_00015596,CASE_00015596,0.7015,1,3,0
77,192.168.1.31,192.168.1.195,1,1.0,1.0,injection,injection,CASE_00015600,CASE_00015600,0.7015,1,4,0
77,192.168.1.31,52.59.177.21,2,1.0,1.0,injection,injection,CASE_00015575,CASE_00015602,0.7030000000000001,1,1,1
77,192.168.1.32,176.28.50.165,7,1.0,1.0,xss,xss,CASE_00037800,CASE_00037779,0.7104999999999999,3,3,1
77,192.168.1.32,192.168.1.1,9,1.0,1.0,xss,xss,CASE_00037799,CASE_00037782,0.7135,3,3,1
77,192.168.1.32,192.168.1.190,1,1.0,1.0,xss,xss,CASE_00037785,CASE_00037785,0.7015,3,3,1
77,192.168.1.32,192.168.1.195,11,1.0,1.0,xss,xss,CASE_00037813,CASE_00037790,0.7164999999999999,3,4,0
77,192.168.1.32,52.28.231.150,2,1.0,1.0,xss,xss,CASE_00037797,CASE_00037786,0.7030000000000001,3,3,1
78,192.168.1.152,192.168.1.31,1,1.0,1.0,mitm,mitm,CASE_00015781,CASE_00015781,0.7015,3,1,0
78,192.168.1.30,18.184.104.180,3,1.0,1.0,injection,injection,CASE_00015676,CASE_00015675,0.7044999999999999,2,1,0
78,192.168.1.30,192.168.1.152,3,1.0,1.0,injection,injection,CASE_00015668,CASE_00015670,0.7044999999999999,2,3,0
78,192.168.1.30,192.168.1.190,18,1.0,1.0,injection,injection,CASE_00015638,CASE_00015685,0.7270000000000001,2,3,0
78,192.168.1.30,52.59.177.21,2,1.0,1.0,injection,injection,CASE_00015666,CASE_00015667,0.7030000000000001,2,1,0
78,192.168.1.31,101.119.11.17,1,1.0,1.0,mitm,mitm,CASE_00015775,CASE_00015775,0.7015,1,0,0
78,192.168.1.31,151.101.24.134,1,1.0,1.0,mitm,mitm,CASE_00015690,CASE_00015690,0.7015,1,0,0
78,192.168.1.31,151.139.128.14,1,1.0,1.0,mitm,mitm,CASE_00015811,CASE_00015811,0.7015,1,0,0
78,192.168.1.31,172.217.25.162,1,1.0,1.0,mitm,mitm,CASE_00015760,CASE_00015760,0.7015,1,0,0
78,192.168.1.31,176.28.50.165,3,1.0,1.0,injection,injection,CASE_00015619,CASE_00015651,0.7044999999999999,1,3,0
78,192.168.1.31,18.184.104.180,1,1.0,1.0,injection,injection,CASE_00015618,CASE_00015618,0.7015,1,1,1
78,192.168.1.31,192.168.1.1,59,1.0,1.0,mitm,"injection,mitm",CASE_00015621,CASE_00015790,0.7885,1,3,0
78,192.168.1.31,192.168.1.152,2,1.0,1.0,injection,injection,CASE_00015659,CASE_00015660,0.7030000000000001,1,3,0
78,192.168.1.31,192.168.1.190,3,1.0,1.0,injection,injection,CASE_00015658,CASE_00015657,0.7044999999999999,1,3,0
78,192.168.1.31,34.196.120.233,1,1.0,1.0,mitm,mitm,CASE_00015809,CASE_00015809,0.7015,1,1,1
78,192.168.1.31,40.90.189.152,2,1.0,1.0,mitm,mitm,CASE_00015745,CASE_00015747,0.7030000000000001,1,0,0
78,192.168.1.31,52.114.74.45,3,1.0,1.0,mitm,mitm,CASE_00015741,CASE_00015739,0.7044999999999999,1,1,1
78,192.168.1.31,54.187.176.55,1,1.0,1.0,mitm,mitm,CASE_00015764,CASE_00015764,0.7015,1,1,1
78,192.168.1.32,176.28.50.165,14,1.0,1.0,xss,xss,CASE_00037770,CASE_00037724,0.7210000000000001,3,3,1
78,192.168.1.32,18.194.169.124,8,1.0,1.0,xss,xss,CASE_00037769,CASE_00037719,0.712,3,3,1
78,192.168.1.32,192.168.1.1,24,1.0,1.0,xss,xss,CASE_00037767,CASE_00037718,0.736,3,3,1
78,192.168.1.32,192.168.1.152,2,1.0,1.0,xss,xss,CASE_00037746,CASE_00037747,0.7030000000000001,3,3,1
78,192.168.1.32,192.168.1.190,4,1.0,1.0,xss,xss,CASE_00037749,CASE_00037712,0.706,3,3,1
78,192.168.1.32,192.168.1.195,2,1.0,1.0,xss,xss,CASE_00037736,CASE_00037737,0.7030000000000001,3,4,0
78,192.168.1.32,52.28.231.150,3,1.0,1.0,xss,xss,CASE_00037766,CASE_00037714,0.7044999999999999,3,3,1
78,192.168.1.34,101.119.11.17,1,1.0,1.0,mitm,mitm,CASE_00015822,CASE_00015822,0.7015,0,0,1
78,192.168.1.34,117.18.237.29,1,1.0,1.0,mitm,mitm,CASE_00015834,CASE_00015834,0.7015,0,3,0
78,192.168.1.34,172.217.25.162,1,1.0,1.0,mitm,mitm,CASE_00015762,CASE_00015762,0.7015,0,0,1
78,192.168.1.34,172.217.25.35,1,1.0,1.0,mitm,mitm,CASE_00015826,CASE_00015826,0.7015,0,0,1
78,192.168.1.34,192.0.73.2,2,1.0,1.0,mitm,mitm,CASE_00015817,CASE_00015818,0.7030000000000001,0,0,1
78,192.168.1.34,192.0.77.2,1,1.0,1.0,mitm,mitm,CASE_00015824,CASE_00015824,0.7015,0,0,1
78,192.168.1.34,192.168.1.1,28,1.0,1.0,mitm,mitm,CASE_00015711,CASE_00015873,0.742,0,3,0
78,192.168.1.34,52.139.250.253,2,1.0,1.0,mitm,mitm,CASE_00015768,CASE_00015769,0.7030000000000001,0,4,0
79,192.168.1.1,192.168.1.195,2,1.0,1.0,normal,normal,CASE_00021532,CASE_00020515,0.7030000000000001,3,4,0
79,192.168.1.190,117.18.237.29,1,1.0,1.0,normal,normal,CASE_00020867,CASE_00020867,0.7015,3,3,1
79,192.168.1.30,192.168.1.195,1,1.0,1.0,password,password,CASE_00024352,CASE_00024352,0.7015,2,4,0
79,192.168.1.31,176.28.50.165,4,1.0,1.0,password,password,CASE_00024212,CASE_00024299,0.706,1,3,0
79,192.168.1.31,192.168.1.1,2,1.0,1.0,mitm,"mitm,password",CASE_00015859,CASE_00024207,0.7030000000000001,1,3,0
79,192.168.1.31,192.168.1.152,15,1.0,1.0,password,password,CASE_00024228,CASE_00024311,0.7224999999999999,1,3,0
79,192.168.1.31,192.168.1.184,8,1.0,1.0,password,password,CASE_00024229,CASE_00024276,0.712,1,3,0
79,192.168.1.31,192.168.1.190,55,1.0,1.0,password,password,CASE_00024224,CASE_00024303,0.7825,1,3,0
79,192.168.1.31,192.168.1.193,7,1.0,1.0,password,password,CASE_00024227,CASE_00024298,0.7104999999999999,1,5,0
79,192.168.1.31,192.168.1.195,31,1.0,1.0,password,password,CASE_00024225,CASE_00024296,0.7464999999999999,1,4,0
79,192.168.1.32,176.28.50.165,3,1.0,1.0,xss,xss,CASE_00037704,CASE_00037693,0.7044999999999999,3,3,1
79,192.168.1.32,18.194.169.124,3,1.0,1.0,xss,xss,CASE_00037691,CASE_00037670,0.7044999999999999,3,3,1
79,192.168.1.32,192.168.1.1,11,1.0,1.0,xss,xss,CASE_00037703,CASE_00037648,0.7164999999999999,3,3,1
79,192.168.1.32,192.168.1.152,12,1.0,1.0,xss,xss,CASE_00037705,CASE_00037647,0.718,3,3,1
79,192.168.1.32,192.168.1.190,20,1.0,1.0,xss,xss,CASE_00037696,CASE_00037654,0.73,3,3,1
79,192.168.1.32,192.168.1.195,4,1.0,1.0,xss,xss,CASE_00037702,CASE_00037669,0.706,3,4,0
79,192.168.1.32,52.28.231.150,5,1.0,1.0,xss,xss,CASE_00037687,CASE_00037660,0.7075,3,3,1
79,192.168.1.34,13.35.148.106,1,1.0,1.0,mitm,mitm,CASE_00015856,CASE_00015856,0.7015,0,0,1
79,192.168.1.34,151.101.30.49,1,1.0,1.0,mitm,mitm,CASE_00015850,CASE_00015850,0.7015,0,0,1
79,192.168.1.34,151.139.128.14,1,1.0,1.0,mitm,mitm,CASE_00015858,CASE_00015858,0.7015,0,0,1
79,192.168.1.34,192.168.1.1,11,1.0,1.0,mitm,mitm,CASE_00015875,CASE_00015882,0.7164999999999999,0,3,0
79,192.168.1.34,40.90.190.179,1,1.0,1.0,mitm,mitm,CASE_00015868,CASE_00015868,0.7015,0,0,1
79,192.168.1.34,52.139.250.253,1,1.0,1.0,mitm,mitm,CASE_00015876,CASE_00015876,0.7015,0,4,0
80,192.168.1.30,176.28.50.165,3,1.0,1.0,password,password,CASE_00024444,CASE_00024472,0.7044999999999999,2,3,0
80,192.168.1.30,192.168.1.152,21,1.0,1.0,password,password,CASE_00024347,CASE_00024551,0.7315,2,3,0
80,192.168.1.30,192.168.1.184,9,1.0,1.0,password,password,CASE_00024356,CASE_00024545,0.7135,2,3,0
80,192.168.1.30,192.168.1.190,56,1.0,1.0,password,password,CASE_00024354,CASE_00024536,0.784,2,3,0
80,192.168.1.30,192.168.1.193,13,1.0,1.0,password,password,CASE_00024346,CASE_00024458,0.7195,2,5,0
80,192.168.1.30,192.168.1.194,4,1.0,1.0,password,password,CASE_00024374,CASE_00024492,0.706,2,2,1
80,192.168.1.30,192.168.1.195,33,1.0,1.0,password,password,CASE_00024353,CASE_00024549,0.7495,2,4,0
80,192.168.1.31,101.119.11.11,1,1.0,1.0,password,password,CASE_00024339,CASE_00024339,0.7015,1,1,1
80,192.168.1.31,176.28.50.165,3,1.0,1.0,password,password,CASE_00024435,CASE_00024479,0.7044999999999999,1,3,0
80,192.168.1.31,192.168.1.1,1,1.0,1.0,password,password,CASE_00024390,CASE_00024390,0.7015,1,3,0
80,192.168.1.31,192.168.1.152,13,1.0,1.0,password,password,CASE_00024345,CASE_00024503,0.7195,1,3,0
80,192.168.1.31,192.168.1.184,5,1.0,1.0,password,password,CASE_00024338,CASE_00024481,0.7075,1,3,0
80,192.168.1.31,192.168.1.190,22,1.0,1.0,password,password,CASE_00024340,CASE_00024550,0.7330000000000001,1,3,0
80,192.168.1.31,192.168.1.193,2,1.0,1.0,password,password,CASE_00024441,CASE_00024504,0.7030000000000001,1,5,0
80,192.168.1.31,192.168.1.195,14,1.0,1.0,password,password,CASE_00024344,CASE_00024507,0.7210000000000001,1,4,0
81,192.168.1.30,176.28.50.165,4,1.0,1.0,password,password,CASE_00024558,CASE_00024684,0.706,2,3,0
81,192.168.1.30,192.168.1.1,1,1.0,1.0,password,password,CASE_00024629,CASE_00024629,0.7015,2,3,0
81,192.168.1.30,192.168.1.152,21,1.0,1.0,password,password,CASE_00024532,CASE_00024735,0.7315,2,3,0
81,192.168.1.30,192.168.1.184,5,1.0,1.0,password,password,CASE_00024533,CASE_00024692,0.7075,2,3,0
81,192.168.1.30,192.168.1.190,45,1.0,1.0,password,password,CASE_00024537,CASE_00024743,0.7675000000000001,2,3,0
81,192.168.1.30,192.168.1.193,8,1.0,1.0,password,password,CASE_00024605,CASE_00024721,0.712,2,5,0
81,192.168.1.30,192.168.1.194,1,1.0,1.0,password,password,CASE_00024574,CASE_00024574,0.7015,2,2,1
81,192.168.1.30,192.168.1.195,20,1.0,1.0,password,password,CASE_00024520,CASE_00024728,0.73,2,4,0
81,192.168.1.31,176.28.50.165,1,1.0,1.0,password,password,CASE_00024619,CASE_00024619,0.7015,1,3,0
81,192.168.1.31,192.168.1.152,16,1.0,1.0,password,password,CASE_00024528,CASE_00024739,0.724,1,3,0
81,192.168.1.31,192.168.1.184,5,1.0,1.0,password,password,CASE_00024580,CASE_00024732,0.7075,1,3,0
81,192.168.1.31,192.168.1.190,37,1.0,1.0,password,password,CASE_00024541,CASE_00024722,0.7555000000000001,1,3,0
81,192.168.1.31,192.168.1.193,11,1.0,1.0,password,password,CASE_00024529,CASE_00024720,0.7164999999999999,1,5,0
81,192.168.1.31,192.168.1.195,25,1.0,1.0,password,password,CASE_00024540,CASE_00024734,0.7375,1,4,0
82,192.168.1.30,176.28.50.165,4,1.0,1.0,password,password,CASE_00024716,CASE_00024857,0.706,2,3,0
82,192.168.1.30,192.168.1.152,12,1.0,1.0,password,password,CASE_00024803,CASE_00024925,0.718,2,3,0
82,192.168.1.30,192.168.1.184,6,1.0,1.0,password,password,CASE_00024759,CASE_00024912,0.7090000000000001,2,3,0
82,192.168.1.30,192.168.1.190,36,1.0,1.0,password,password,CASE_00024712,CASE_00024907,0.754,2,3,0
82,192.168.1.30,192.168.1.193,10,1.0,1.0,password,password,CASE_00024725,CASE_00024852,0.7150000000000001,2,5,0
82,192.168.1.30,192.168.1.194,2,1.0,1.0,password,password,CASE_00024849,CASE_00024883,0.7030000000000001,2,2,1
82,192.168.1.30,192.168.1.195,31,1.0,1.0,password,password,CASE_00024726,CASE_00024915,0.7464999999999999,2,4,0
82,192.168.1.31,176.28.50.165,3,1.0,1.0,password,password,CASE_00024752,CASE_00024887,0.7044999999999999,1,3,0
82,192.168.1.31,192.168.1.152,24,1.0,1.0,password,password,CASE_00024717,CASE_00024933,0.736,1,3,0
82,192.168.1.31,192.168.1.184,6,1.0,1.0,password,password,CASE_00024766,CASE_00024904,0.7090000000000001,1,3,0
82,192.168.1.31,192.168.1.190,39,1.0,1.0,password,password,CASE_00024723,CASE_00024919,0.7585,1,3,0
82,192.168.1.31,192.168.1.193,5,1.0,1.0,password,password,CASE_00024754,CASE_00024894,0.7075,1,5,0
82,192.168.1.31,192.168.1.194,2,1.0,1.0,password,password,CASE_00024827,CASE_00024858,0.7030000000000001,1,2,0
82,192.168.1.31,192.168.1.195,20,1.0,1.0,password,password,CASE_00024760,CASE_00024924,0.73,1,4,0
83,192.168.1.30,192.168.1.152,15,1.0,1.0,password,password,CASE_00024939,CASE_00025105,0.7224999999999999,2,3,0
83,192.168.1.30,192.168.1.184,4,1.0,1.0,password,password,CASE_00025016,CASE_00025106,0.706,2,3,0
83,192.168.1.30,192.168.1.190,47,1.0,1.0,password,password,CASE_00024908,CASE_00025111,0.7705,2,3,0
