chain_id,start_window,end_window,n_windows,dominant_type,dominant_stage,total_events,mean_severity,max_severity,src_community,dst_community,involved_campaign_segments,persistence_score,representative_src_ip,representative_dst_ip,narrative
CHAIN_00705,140,140,1,xss,initial_access_or_exploitation,27,0.7404999999999999,0.7404999999999999,3,4,1,0.19221356768449746,192.168.1.32,192.168.1.195,"CHAIN_00705 represents a initial_access_or_exploitation campaign dominated by xss activity, spanning windows 140 to 140 across 1 windows. The campaign is primarily associated with source community 3 and target community 4, with representative communication from 192.168.1.32 to 192.168.1.195. It contains 27 aggregated suspicious events and has mean severity 0.7405."
CHAIN_00319,85,85,1,password,initial_access_or_exploitation,63,0.723625,0.723625,2,3,1,0.19219898249189754,192.168.1.30,192.168.1.190,"CHAIN_00319 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 85 to 85 across 1 windows. The campaign is primarily associated with source community 2 and target community 3, with representative communication from 192.168.1.30 to 192.168.1.190. It contains 63 aggregated suspicious events and has mean severity 0.7236."
CHAIN_00311,84,84,1,password,initial_access_or_exploitation,62,0.72325,0.72325,2,3,1,0.19200762627250006,192.168.1.30,192.168.1.190,"CHAIN_00311 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 84 to 84 across 1 windows. The campaign is primarily associated with source community 2 and target community 3, with representative communication from 192.168.1.30 to 192.168.1.190. It contains 62 aggregated suspicious events and has mean severity 0.7232."
CHAIN_00399,95,95,1,password,initial_access_or_exploitation,68,0.7203999999999999,0.7203999999999999,2,3,1,0.19199667267979398,192.168.1.30,192.168.1.190,"CHAIN_00399 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 95 to 95 across 1 windows. The campaign is primarily associated with source community 2 and target community 3, with representative communication from 192.168.1.30 to 192.168.1.190. It contains 68 aggregated suspicious events and has mean severity 0.7204."
CHAIN_00169,59,59,1,injection,initial_access_or_exploitation,26,0.7390000000000001,0.7390000000000001,1,1,1,0.19176652964691818,192.168.1.31,52.59.177.21,"CHAIN_00169 represents a initial_access_or_exploitation campaign dominated by injection activity, spanning windows 59 to 59 across 1 windows. The campaign is primarily associated with source community 1 and target community 1, with representative communication from 192.168.1.31 to 52.59.177.21. It contains 26 aggregated suspicious events and has mean severity 0.7390."
CHAIN_00237,75,75,1,injection,initial_access_or_exploitation,26,0.7390000000000001,0.7390000000000001,1,1,1,0.19176652964691818,192.168.1.31,18.184.104.180,"CHAIN_00237 represents a initial_access_or_exploitation campaign dominated by injection activity, spanning windows 75 to 75 across 1 windows. The campaign is primarily associated with source community 1 and target community 1, with representative communication from 192.168.1.31 to 18.184.104.180. It contains 26 aggregated suspicious events and has mean severity 0.7390."
CHAIN_00331,87,87,1,password,initial_access_or_exploitation,26,0.7390000000000001,0.7390000000000001,1,4,1,0.19176652964691818,192.168.1.31,192.168.1.195,"CHAIN_00331 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 87 to 87 across 1 windows. The campaign is primarily associated with source community 1 and target community 4, with representative communication from 192.168.1.31 to 192.168.1.195. It contains 26 aggregated suspicious events and has mean severity 0.7390."
CHAIN_00387,94,94,1,password,initial_access_or_exploitation,26,0.7390000000000001,0.7390000000000001,1,4,1,0.19176652964691818,192.168.1.31,192.168.1.195,"CHAIN_00387 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 94 to 94 across 1 windows. The campaign is primarily associated with source community 1 and target community 4, with representative communication from 192.168.1.31 to 192.168.1.195. It contains 26 aggregated suspicious events and has mean severity 0.7390."
CHAIN_00174,60,60,1,injection,initial_access_or_exploitation,42,0.7315,0.7315,1,3,1,0.191760047339096,192.168.1.31,176.28.50.165,"CHAIN_00174 represents a initial_access_or_exploitation campaign dominated by injection activity, spanning windows 60 to 60 across 1 windows. The campaign is primarily associated with source community 1 and target community 3, with representative communication from 192.168.1.31 to 176.28.50.165. It contains 42 aggregated suspicious events and has mean severity 0.7315."
CHAIN_00492,115,115,1,scanning,reconnaissance,42,0.7314999999999999,0.7314999999999999,2,2,1,0.19176004733909596,192.168.1.30,192.168.1.169,"CHAIN_00492 represents a reconnaissance campaign dominated by scanning activity, spanning windows 115 to 115 across 1 windows. The campaign is primarily associated with source community 2 and target community 2, with representative communication from 192.168.1.30 to 192.168.1.169. It contains 42 aggregated suspicious events and has mean severity 0.7315."
CHAIN_00403,96,96,1,password,initial_access_or_exploitation,66,0.7198,0.7198,1,3,1,0.19164805115008998,192.168.1.31,192.168.1.190,"CHAIN_00403 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 96 to 96 across 1 windows. The campaign is primarily associated with source community 1 and target community 3, with representative communication from 192.168.1.31 to 192.168.1.190. It contains 66 aggregated suspicious events and has mean severity 0.7198."
CHAIN_00516,117,117,1,scanning,reconnaissance,52,0.726,0.726,2,3,1,0.19157133680579802,192.168.1.30,192.168.1.186,"CHAIN_00516 represents a reconnaissance campaign dominated by scanning activity, spanning windows 117 to 117 across 1 windows. The campaign is primarily associated with source community 2 and target community 3, with representative communication from 192.168.1.30 to 192.168.1.186. It contains 52 aggregated suspicious events and has mean severity 0.7260."
CHAIN_00283,81,81,1,password,initial_access_or_exploitation,59,0.722125,0.722125,1,3,1,0.19143355761430764,192.168.1.31,192.168.1.190,"CHAIN_00283 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 81 to 81 across 1 windows. The campaign is primarily associated with source community 1 and target community 3, with representative communication from 192.168.1.31 to 192.168.1.190. It contains 59 aggregated suspicious events and has mean severity 0.7221."
CHAIN_00083,42,42,1,dos,disruption_or_impact,25,0.7375,0.7375,2,5,1,0.1913194916093389,192.168.1.30,192.168.1.193,"CHAIN_00083 represents a disruption_or_impact campaign dominated by dos activity, spanning windows 42 to 42 across 1 windows. The campaign is primarily associated with source community 2 and target community 5, with representative communication from 192.168.1.30 to 192.168.1.193. It contains 25 aggregated suspicious events and has mean severity 0.7375."
CHAIN_00284,81,81,1,password,initial_access_or_exploitation,25,0.7375,0.7375,1,4,1,0.1913194916093389,192.168.1.31,192.168.1.195,"CHAIN_00284 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 81 to 81 across 1 windows. The campaign is primarily associated with source community 1 and target community 4, with representative communication from 192.168.1.31 to 192.168.1.195. It contains 25 aggregated suspicious events and has mean severity 0.7375."
CHAIN_00376,92,92,1,password,initial_access_or_exploitation,25,0.7375,0.7375,2,4,1,0.1913194916093389,192.168.1.30,192.168.1.195,"CHAIN_00376 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 92 to 92 across 1 windows. The campaign is primarily associated with source community 2 and target community 4, with representative communication from 192.168.1.30 to 192.168.1.195. It contains 25 aggregated suspicious events and has mean severity 0.7375."
CHAIN_00408,96,96,1,password,initial_access_or_exploitation,25,0.7375,0.7375,2,4,1,0.1913194916093389,192.168.1.30,192.168.1.195,"CHAIN_00408 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 96 to 96 across 1 windows. The campaign is primarily associated with source community 2 and target community 4, with representative communication from 192.168.1.30 to 192.168.1.195. It contains 25 aggregated suspicious events and has mean severity 0.7375."
CHAIN_00494,115,115,1,scanning,reconnaissance,25,0.7375,0.7375,2,4,1,0.1913194916093389,192.168.1.30,192.168.1.195,"CHAIN_00494 represents a reconnaissance campaign dominated by scanning activity, spanning windows 115 to 115 across 1 windows. The campaign is primarily associated with source community 2 and target community 4, with representative communication from 192.168.1.30 to 192.168.1.195. It contains 25 aggregated suspicious events and has mean severity 0.7375."
CHAIN_00295,82,82,1,password,initial_access_or_exploitation,58,0.72175,0.72175,2,3,1,0.19124220139491016,192.168.1.30,192.168.1.190,"CHAIN_00295 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 82 to 82 across 1 windows. The campaign is primarily associated with source community 2 and target community 3, with representative communication from 192.168.1.30 to 192.168.1.190. It contains 58 aggregated suspicious events and has mean severity 0.7218."
CHAIN_00515,117,117,1,scanning,reconnaissance,40,0.73,0.73,2,2,1,0.19120688035484645,192.168.1.30,192.168.1.169,"CHAIN_00515 represents a reconnaissance campaign dominated by scanning activity, spanning windows 117 to 117 across 1 windows. The campaign is primarily associated with source community 2 and target community 2, with representative communication from 192.168.1.30 to 192.168.1.169. It contains 40 aggregated suspicious events and has mean severity 0.7300."
CHAIN_00334,87,87,1,password,initial_access_or_exploitation,63,0.7189,0.7189,2,3,1,0.1911251188555339,192.168.1.30,192.168.1.190,"CHAIN_00334 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 87 to 87 across 1 windows. The campaign is primarily associated with source community 2 and target community 3, with representative communication from 192.168.1.30 to 192.168.1.190. It contains 63 aggregated suspicious events and has mean severity 0.7189."
CHAIN_00350,89,89,1,password,initial_access_or_exploitation,67,0.7167499999999999,0.7167499999999999,1,3,1,0.19106099827857834,192.168.1.31,192.168.1.190,"CHAIN_00350 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 89 to 89 across 1 windows. The campaign is primarily associated with source community 1 and target community 3, with representative communication from 192.168.1.31 to 192.168.1.190. It contains 67 aggregated suspicious events and has mean severity 0.7167."
CHAIN_00616,126,126,1,scanning,reconnaissance,39,0.7292500000000001,0.7292500000000001,3,1,1,0.19093029686272173,192.168.1.32,192.168.1.133,"CHAIN_00616 represents a reconnaissance campaign dominated by scanning activity, spanning windows 126 to 126 across 1 windows. The campaign is primarily associated with source community 3 and target community 1, with representative communication from 192.168.1.32 to 192.168.1.133. It contains 39 aggregated suspicious events and has mean severity 0.7293."
CHAIN_00022,32,32,1,ddos,disruption_or_impact,24,0.736,0.736,2,2,1,0.19087245357175958,192.168.1.30,192.168.1.194,"CHAIN_00022 represents a disruption_or_impact campaign dominated by ddos activity, spanning windows 32 to 32 across 1 windows. The campaign is primarily associated with source community 2 and target community 2, with representative communication from 192.168.1.30 to 192.168.1.194. It contains 24 aggregated suspicious events and has mean severity 0.7360."
CHAIN_00171,59,59,1,injection,initial_access_or_exploitation,24,0.736,0.736,1,4,1,0.19087245357175958,192.168.1.31,192.168.1.195,"CHAIN_00171 represents a initial_access_or_exploitation campaign dominated by injection activity, spanning windows 59 to 59 across 1 windows. The campaign is primarily associated with source community 1 and target community 4, with representative communication from 192.168.1.31 to 192.168.1.195. It contains 24 aggregated suspicious events and has mean severity 0.7360."
CHAIN_00233,73,73,1,injection,initial_access_or_exploitation,24,0.736,0.736,1,4,1,0.19087245357175958,192.168.1.31,192.168.1.195,"CHAIN_00233 represents a initial_access_or_exploitation campaign dominated by injection activity, spanning windows 73 to 73 across 1 windows. The campaign is primarily associated with source community 1 and target community 4, with representative communication from 192.168.1.31 to 192.168.1.195. It contains 24 aggregated suspicious events and has mean severity 0.7360."
CHAIN_00316,85,85,1,password,initial_access_or_exploitation,24,0.736,0.736,1,4,1,0.19087245357175958,192.168.1.31,192.168.1.195,"CHAIN_00316 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 85 to 85 across 1 windows. The campaign is primarily associated with source community 1 and target community 4, with representative communication from 192.168.1.31 to 192.168.1.195. It contains 24 aggregated suspicious events and has mean severity 0.7360."
CHAIN_00373,92,92,1,password,initial_access_or_exploitation,24,0.736,0.736,1,4,1,0.19087245357175958,192.168.1.31,192.168.1.195,"CHAIN_00373 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 92 to 92 across 1 windows. The campaign is primarily associated with source community 1 and target community 4, with representative communication from 192.168.1.31 to 192.168.1.195. It contains 24 aggregated suspicious events and has mean severity 0.7360."
CHAIN_00578,123,123,1,scanning,reconnaissance,24,0.736,0.736,1,2,1,0.19087245357175958,192.168.1.31,192.168.1.49,"CHAIN_00578 represents a reconnaissance campaign dominated by scanning activity, spanning windows 123 to 123 across 1 windows. The campaign is primarily associated with source community 1 and target community 2, with representative communication from 192.168.1.31 to 192.168.1.49. It contains 24 aggregated suspicious events and has mean severity 0.7360."
CHAIN_00604,125,125,1,scanning,reconnaissance,24,0.736,0.736,2,2,1,0.19087245357175958,192.168.1.30,192.168.1.49,"CHAIN_00604 represents a reconnaissance campaign dominated by scanning activity, spanning windows 125 to 125 across 1 windows. The campaign is primarily associated with source community 2 and target community 2, with representative communication from 192.168.1.30 to 192.168.1.49. It contains 24 aggregated suspicious events and has mean severity 0.7360."
CHAIN_00078,41,41,1,dos,disruption_or_impact,38,0.7285,0.7285,2,5,1,0.190653713370597,192.168.1.30,192.168.1.193,"CHAIN_00078 represents a disruption_or_impact campaign dominated by dos activity, spanning windows 41 to 41 across 1 windows. The campaign is primarily associated with source community 2 and target community 5, with representative communication from 192.168.1.30 to 192.168.1.193. It contains 38 aggregated suspicious events and has mean severity 0.7285."
CHAIN_00645,129,129,1,scanning,reconnaissance,38,0.7285,0.7285,3,1,1,0.190653713370597,192.168.1.32,192.168.1.133,"CHAIN_00645 represents a reconnaissance campaign dominated by scanning activity, spanning windows 129 to 129 across 1 windows. The campaign is primarily associated with source community 3 and target community 1, with representative communication from 192.168.1.32 to 192.168.1.133. It contains 38 aggregated suspicious events and has mean severity 0.7285."
CHAIN_00677,132,132,1,scanning,reconnaissance,38,0.7284999999999999,0.7284999999999999,3,1,1,0.19065371337059697,192.168.1.32,192.168.1.133,"CHAIN_00677 represents a reconnaissance campaign dominated by scanning activity, spanning windows 132 to 132 across 1 windows. The campaign is primarily associated with source community 3 and target community 1, with representative communication from 192.168.1.32 to 192.168.1.133. It contains 38 aggregated suspicious events and has mean severity 0.7285."
CHAIN_00422,98,98,1,password,initial_access_or_exploitation,60,0.718,0.718,2,3,1,0.19060218656097783,192.168.1.30,192.168.1.190,"CHAIN_00422 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 98 to 98 across 1 windows. The campaign is primarily associated with source community 2 and target community 3, with representative communication from 192.168.1.30 to 192.168.1.190. It contains 60 aggregated suspicious events and has mean severity 0.7180."
CHAIN_00738,146,146,1,xss,initial_access_or_exploitation,79,0.7086173702458078,0.7086173702458078,3,3,1,0.19048622069448623,192.168.1.32,176.28.50.165,"CHAIN_00738 represents a initial_access_or_exploitation campaign dominated by xss activity, spanning windows 146 to 146 across 1 windows. The campaign is primarily associated with source community 3 and target community 3, with representative communication from 192.168.1.32 to 176.28.50.165. It contains 79 aggregated suspicious events and has mean severity 0.7086."
CHAIN_00419,98,98,1,password,initial_access_or_exploitation,54,0.72025,0.72025,1,3,1,0.19047677651732023,192.168.1.31,192.168.1.190,"CHAIN_00419 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 98 to 98 across 1 windows. The campaign is primarily associated with source community 1 and target community 3, with representative communication from 192.168.1.31 to 192.168.1.190. It contains 54 aggregated suspicious events and has mean severity 0.7202."
CHAIN_00312,84,84,1,password,initial_access_or_exploitation,23,0.7344999999999999,0.7344999999999999,2,4,1,0.19042541553418027,192.168.1.30,192.168.1.195,"CHAIN_00312 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 84 to 84 across 1 windows. The campaign is primarily associated with source community 2 and target community 4, with representative communication from 192.168.1.30 to 192.168.1.195. It contains 23 aggregated suspicious events and has mean severity 0.7345."
CHAIN_00320,85,85,1,password,initial_access_or_exploitation,23,0.7344999999999999,0.7344999999999999,2,4,1,0.19042541553418027,192.168.1.30,192.168.1.195,"CHAIN_00320 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 85 to 85 across 1 windows. The campaign is primarily associated with source community 2 and target community 4, with representative communication from 192.168.1.30 to 192.168.1.195. It contains 23 aggregated suspicious events and has mean severity 0.7345."
CHAIN_00351,89,89,1,password,initial_access_or_exploitation,23,0.7344999999999999,0.7344999999999999,1,4,1,0.19042541553418027,192.168.1.31,192.168.1.195,"CHAIN_00351 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 89 to 89 across 1 windows. The campaign is primarily associated with source community 1 and target community 4, with representative communication from 192.168.1.31 to 192.168.1.195. It contains 23 aggregated suspicious events and has mean severity 0.7345."
CHAIN_00423,98,98,1,password,initial_access_or_exploitation,23,0.7344999999999999,0.7344999999999999,2,4,1,0.19042541553418027,192.168.1.30,192.168.1.195,"CHAIN_00423 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 98 to 98 across 1 windows. The campaign is primarily associated with source community 2 and target community 4, with representative communication from 192.168.1.30 to 192.168.1.195. It contains 23 aggregated suspicious events and has mean severity 0.7345."
CHAIN_00634,128,128,1,scanning,reconnaissance,23,0.7344999999999999,0.7344999999999999,2,2,1,0.19042541553418027,192.168.1.30,192.168.1.49,"CHAIN_00634 represents a reconnaissance campaign dominated by scanning activity, spanning windows 128 to 128 across 1 windows. The campaign is primarily associated with source community 2 and target community 2, with representative communication from 192.168.1.30 to 192.168.1.49. It contains 23 aggregated suspicious events and has mean severity 0.7345."
CHAIN_00643,129,129,1,scanning,reconnaissance,23,0.7344999999999999,0.7344999999999999,2,2,1,0.19042541553418027,192.168.1.30,192.168.1.49,"CHAIN_00643 represents a reconnaissance campaign dominated by scanning activity, spanning windows 129 to 129 across 1 windows. The campaign is primarily associated with source community 2 and target community 2, with representative communication from 192.168.1.30 to 192.168.1.49. It contains 23 aggregated suspicious events and has mean severity 0.7345."
CHAIN_00025,33,33,1,ddos,disruption_or_impact,37,0.72775,0.72775,1,3,1,0.19037712987847225,192.168.1.31,192.168.1.152,"CHAIN_00025 represents a disruption_or_impact campaign dominated by ddos activity, spanning windows 33 to 33 across 1 windows. The campaign is primarily associated with source community 1 and target community 3, with representative communication from 192.168.1.31 to 192.168.1.152. It contains 37 aggregated suspicious events and has mean severity 0.7278."
CHAIN_00636,128,128,1,scanning,reconnaissance,37,0.72775,0.72775,3,1,1,0.19037712987847225,192.168.1.32,192.168.1.133,"CHAIN_00636 represents a reconnaissance campaign dominated by scanning activity, spanning windows 128 to 128 across 1 windows. The campaign is primarily associated with source community 3 and target community 1, with representative communication from 192.168.1.32 to 192.168.1.133. It contains 37 aggregated suspicious events and has mean severity 0.7278."
CHAIN_00656,130,130,1,scanning,reconnaissance,37,0.72775,0.72775,3,2,1,0.19037712987847225,192.168.1.32,192.168.1.49,"CHAIN_00656 represents a reconnaissance campaign dominated by scanning activity, spanning windows 130 to 130 across 1 windows. The campaign is primarily associated with source community 3 and target community 2, with representative communication from 192.168.1.32 to 192.168.1.49. It contains 37 aggregated suspicious events and has mean severity 0.7278."
CHAIN_00386,94,94,1,password,initial_access_or_exploitation,53,0.719875,0.719875,1,3,1,0.19028542029792278,192.168.1.31,192.168.1.190,"CHAIN_00386 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 94 to 94 across 1 windows. The campaign is primarily associated with source community 1 and target community 3, with representative communication from 192.168.1.31 to 192.168.1.190. It contains 53 aggregated suspicious events and has mean severity 0.7199."
CHAIN_00666,131,131,1,scanning,reconnaissance,36,0.727,0.727,3,1,1,0.19010054638634746,192.168.1.32,192.168.1.133,"CHAIN_00666 represents a reconnaissance campaign dominated by scanning activity, spanning windows 131 to 131 across 1 windows. The campaign is primarily associated with source community 3 and target community 1, with representative communication from 192.168.1.32 to 192.168.1.133. It contains 36 aggregated suspicious events and has mean severity 0.7270."
CHAIN_00335,87,87,1,password,initial_access_or_exploitation,22,0.7330000000000001,0.7330000000000001,2,4,1,0.189978377496601,192.168.1.30,192.168.1.195,"CHAIN_00335 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 87 to 87 across 1 windows. The campaign is primarily associated with source community 2 and target community 4, with representative communication from 192.168.1.30 to 192.168.1.195. It contains 22 aggregated suspicious events and has mean severity 0.7330."
CHAIN_00589,124,124,1,scanning,reconnaissance,22,0.7330000000000001,0.7330000000000001,1,1,1,0.189978377496601,192.168.1.31,192.168.1.133,"CHAIN_00589 represents a reconnaissance campaign dominated by scanning activity, spanning windows 124 to 124 across 1 windows. The campaign is primarily associated with source community 1 and target community 1, with representative communication from 192.168.1.31 to 192.168.1.133. It contains 22 aggregated suspicious events and has mean severity 0.7330."
CHAIN_00601,125,125,1,scanning,reconnaissance,22,0.7330000000000001,0.7330000000000001,1,2,1,0.189978377496601,192.168.1.31,192.168.1.49,"CHAIN_00601 represents a reconnaissance campaign dominated by scanning activity, spanning windows 125 to 125 across 1 windows. The campaign is primarily associated with source community 1 and target community 2, with representative communication from 192.168.1.31 to 192.168.1.49. It contains 22 aggregated suspicious events and has mean severity 0.7330."
CHAIN_00660,131,131,1,scanning,reconnaissance,22,0.7330000000000001,0.7330000000000001,1,2,1,0.189978377496601,192.168.1.31,192.168.1.49,"CHAIN_00660 represents a reconnaissance campaign dominated by scanning activity, spanning windows 131 to 131 across 1 windows. The campaign is primarily associated with source community 1 and target community 2, with representative communication from 192.168.1.31 to 192.168.1.49. It contains 22 aggregated suspicious events and has mean severity 0.7330."
CHAIN_00562,121,121,1,scanning,reconnaissance,35,0.7262500000000001,0.7262500000000001,3,2,1,0.18982396289422274,192.168.1.32,192.168.1.49,"CHAIN_00562 represents a reconnaissance campaign dominated by scanning activity, spanning windows 121 to 121 across 1 windows. The campaign is primarily associated with source community 3 and target community 2, with representative communication from 192.168.1.32 to 192.168.1.49. It contains 35 aggregated suspicious events and has mean severity 0.7263."
CHAIN_00628,127,127,1,scanning,reconnaissance,35,0.72625,0.72625,3,2,1,0.1898239628942227,192.168.1.32,192.168.1.49,"CHAIN_00628 represents a reconnaissance campaign dominated by scanning activity, spanning windows 127 to 127 across 1 windows. The campaign is primarily associated with source community 3 and target community 2, with representative communication from 192.168.1.32 to 192.168.1.49. It contains 35 aggregated suspicious events and has mean severity 0.7262."
CHAIN_00718,144,144,1,xss,initial_access_or_exploitation,59,0.7149629925516565,0.7149629925516565,3,3,1,0.18980582864877502,192.168.1.32,176.28.50.165,"CHAIN_00718 represents a initial_access_or_exploitation campaign dominated by xss activity, spanning windows 144 to 144 across 1 windows. The campaign is primarily associated with source community 3 and target community 3, with representative communication from 192.168.1.32 to 176.28.50.165. It contains 59 aggregated suspicious events and has mean severity 0.7150."
CHAIN_00330,87,87,1,password,initial_access_or_exploitation,55,0.7164999999999999,0.7164999999999999,1,3,1,0.1897306327367177,192.168.1.31,192.168.1.190,"CHAIN_00330 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 87 to 87 across 1 windows. The campaign is primarily associated with source community 1 and target community 3, with representative communication from 192.168.1.31 to 192.168.1.190. It contains 55 aggregated suspicious events and has mean severity 0.7165."
CHAIN_00121,49,49,1,dos,disruption_or_impact,34,0.7254999999999999,0.7254999999999999,2,5,1,0.18954737940209798,192.168.1.30,192.168.1.193,"CHAIN_00121 represents a disruption_or_impact campaign dominated by dos activity, spanning windows 49 to 49 across 1 windows. The campaign is primarily associated with source community 2 and target community 5, with representative communication from 192.168.1.30 to 192.168.1.193. It contains 34 aggregated suspicious events and has mean severity 0.7255."
CHAIN_00057,38,38,1,ddos,disruption_or_impact,21,0.7315,0.7315,2,2,1,0.1895313394590217,192.168.1.30,192.168.1.194,"CHAIN_00057 represents a disruption_or_impact campaign dominated by ddos activity, spanning windows 38 to 38 across 1 windows. The campaign is primarily associated with source community 2 and target community 2, with representative communication from 192.168.1.30 to 192.168.1.194. It contains 21 aggregated suspicious events and has mean severity 0.7315."
CHAIN_00593,124,124,1,scanning,reconnaissance,21,0.7315,0.7315,2,2,1,0.1895313394590217,192.168.1.30,192.168.1.49,"CHAIN_00593 represents a reconnaissance campaign dominated by scanning activity, spanning windows 124 to 124 across 1 windows. The campaign is primarily associated with source community 2 and target community 2, with representative communication from 192.168.1.30 to 192.168.1.49. It contains 21 aggregated suspicious events and has mean severity 0.7315."
CHAIN_00585,123,123,1,scanning,reconnaissance,33,0.72475,0.72475,3,1,1,0.18927079590997326,192.168.1.32,192.168.1.133,"CHAIN_00585 represents a reconnaissance campaign dominated by scanning activity, spanning windows 123 to 123 across 1 windows. The campaign is primarily associated with source community 3 and target community 1, with representative communication from 192.168.1.32 to 192.168.1.133. It contains 33 aggregated suspicious events and has mean severity 0.7248."
CHAIN_00678,132,132,1,scanning,reconnaissance,33,0.72475,0.72475,3,2,1,0.18927079590997326,192.168.1.32,192.168.1.49,"CHAIN_00678 represents a reconnaissance campaign dominated by scanning activity, spanning windows 132 to 132 across 1 windows. The campaign is primarily associated with source community 3 and target community 2, with representative communication from 192.168.1.32 to 192.168.1.49. It contains 33 aggregated suspicious events and has mean severity 0.7248."
CHAIN_00264,78,78,1,xss,initial_access_or_exploitation,55,0.71375,0.71375,3,3,1,0.1891056327367177,192.168.1.32,192.168.1.1,"CHAIN_00264 represents a initial_access_or_exploitation campaign dominated by xss activity, spanning windows 78 to 78 across 1 windows. The campaign is primarily associated with source community 3 and target community 3, with representative communication from 192.168.1.32 to 192.168.1.1. It contains 55 aggregated suspicious events and has mean severity 0.7137."
CHAIN_00010,26,26,1,ddos,disruption_or_impact,20,0.73,0.73,2,2,1,0.1890843014214424,192.168.1.30,192.168.1.194,"CHAIN_00010 represents a disruption_or_impact campaign dominated by ddos activity, spanning windows 26 to 26 across 1 windows. The campaign is primarily associated with source community 2 and target community 2, with representative communication from 192.168.1.30 to 192.168.1.194. It contains 20 aggregated suspicious events and has mean severity 0.7300."
CHAIN_00038,35,35,1,ddos,disruption_or_impact,20,0.73,0.73,2,2,1,0.1890843014214424,192.168.1.30,192.168.1.194,"CHAIN_00038 represents a disruption_or_impact campaign dominated by ddos activity, spanning windows 35 to 35 across 1 windows. The campaign is primarily associated with source community 2 and target community 2, with representative communication from 192.168.1.30 to 192.168.1.194. It contains 20 aggregated suspicious events and has mean severity 0.7300."
CHAIN_00288,81,81,1,password,initial_access_or_exploitation,20,0.73,0.73,2,4,1,0.1890843014214424,192.168.1.30,192.168.1.195,"CHAIN_00288 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 81 to 81 across 1 windows. The campaign is primarily associated with source community 2 and target community 4, with representative communication from 192.168.1.30 to 192.168.1.195. It contains 20 aggregated suspicious events and has mean severity 0.7300."
CHAIN_00292,82,82,1,password,initial_access_or_exploitation,20,0.73,0.73,1,4,1,0.1890843014214424,192.168.1.31,192.168.1.195,"CHAIN_00292 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 82 to 82 across 1 windows. The campaign is primarily associated with source community 1 and target community 4, with representative communication from 192.168.1.31 to 192.168.1.195. It contains 20 aggregated suspicious events and has mean severity 0.7300."
CHAIN_00304,83,83,1,password,initial_access_or_exploitation,20,0.73,0.73,2,4,1,0.1890843014214424,192.168.1.30,192.168.1.195,"CHAIN_00304 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 83 to 83 across 1 windows. The campaign is primarily associated with source community 2 and target community 4, with representative communication from 192.168.1.30 to 192.168.1.195. It contains 20 aggregated suspicious events and has mean severity 0.7300."
CHAIN_00328,86,86,1,password,initial_access_or_exploitation,20,0.73,0.73,2,4,1,0.1890843014214424,192.168.1.30,192.168.1.195,"CHAIN_00328 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 86 to 86 across 1 windows. The campaign is primarily associated with source community 2 and target community 4, with representative communication from 192.168.1.30 to 192.168.1.195. It contains 20 aggregated suspicious events and has mean severity 0.7300."
CHAIN_00370,91,91,1,password,initial_access_or_exploitation,20,0.73,0.73,2,4,1,0.1890843014214424,192.168.1.30,192.168.1.195,"CHAIN_00370 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 91 to 91 across 1 windows. The campaign is primarily associated with source community 2 and target community 4, with representative communication from 192.168.1.30 to 192.168.1.195. It contains 20 aggregated suspicious events and has mean severity 0.7300."
CHAIN_00391,94,94,1,password,initial_access_or_exploitation,20,0.73,0.73,2,4,1,0.1890843014214424,192.168.1.30,192.168.1.195,"CHAIN_00391 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 94 to 94 across 1 windows. The campaign is primarily associated with source community 2 and target community 4, with representative communication from 192.168.1.30 to 192.168.1.195. It contains 20 aggregated suspicious events and has mean severity 0.7300."
